gene_id,logFC_21,logCPM_21,F_21,PValue_21,FDR_21,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,logFC_8p,logCPM_8p,F_8p,PValue_8p,FDR_8p
ENSG00000159871,0.660386542,0.274666574,15.78142216,0.001669591,0.012279792,LYPD5,19,43795929,43827206,-,5091,protein_coding,LY6/PLAUR domain containing 5 [Source:HGNC Symbol;Acc:HGNC:26397],-,1.479578798,0.504392733,10.57533662,0.006129215,0.041752271
ENSG00000068650,0.225633956,7.131449025,15.74056526,0.001685399,0.012341231,ATP11A,13,112690329,112887168,+,13733,protein_coding,ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552],-,0.688851698,6.750970816,64.04061218,1.78E-06,3.65E-04
ENSG00000064703,-0.199850224,5.75543344,15.73835457,0.001686273,0.012341231,DDX20,1,111755245,111768016,+,6019,protein_coding,DEAD-box helicase 20 [Source:HGNC Symbol;Acc:HGNC:2743],-,-0.364091308,5.885909221,10.13746987,0.006922672,0.045175028
ENSG00000179222,0.205755816,7.845699275,15.73662074,0.001686958,0.012341231,MAGED1,X,51803007,51902357,+,6016,protein_coding,MAGE family member D1 [Source:HGNC Symbol;Acc:HGNC:6813],-,0.419413546,7.252715289,15.99581233,0.001419659,0.015813545
ENSG00000067248,-0.198235043,6.22597016,15.70126713,0.001701004,0.012421864,DHX29,5,55256245,55307722,-,4734,protein_coding,DExH-box helicase 29 [Source:HGNC Symbol;Acc:HGNC:15815],-,-0.321601598,6.349278955,11.97860071,0.004029085,0.031523051
ENSG00000105671,-0.266781276,4.900039009,15.68115474,0.001709055,0.012464043,DDX49,19,18919675,18928633,+,2780,protein_coding,DEAD-box helicase 49 [Source:HGNC Symbol;Acc:HGNC:18684],-,-0.503463771,5.520554176,16.63413073,0.001220276,0.014390396
ENSG00000110104,-0.216713841,5.527261875,15.59562241,0.001743794,0.012616588,CCDC86,11,60842071,60851081,+,3384,protein_coding,coiled-coil domain containing 86 [Source:HGNC Symbol;Acc:HGNC:28359],-,-0.603208677,5.57140407,23.90616525,2.68E-04,0.005972158
ENSG00000198830,-0.228263188,7.868071559,15.56148912,0.001757885,0.012701763,HMGN2,1,26472450,26475972,+,2509,protein_coding,high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986],-,-0.442525784,8.705402049,32.82462612,6.09E-05,0.002679741
ENSG00000254087,-0.188286342,6.092008026,15.40589206,0.001823823,0.01300684,LYN,8,55879813,56014168,+,6185,protein_coding,"LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]",-,-0.525075935,6.362484615,46.01214112,1.09E-05,9.41E-04
ENSG00000168924,-0.211004484,6.011472744,15.38360126,0.001833503,0.013041681,LETM1,4,1811479,1856247,-,8184,protein_coding,leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556],-,-0.568454833,6.135684524,34.54032588,4.74E-05,0.002320622
ENSG00000205250,-0.187694437,6.400044783,15.33424583,0.001855149,0.013121061,E2F4,16,67192169,67198918,+,3582,protein_coding,E2F transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3118],E2F,-0.374363722,6.443881703,20.27972027,5.47E-04,0.008818697
ENSG00000119285,-0.216733827,7.436967806,15.31048367,0.001865676,0.013177582,HEATR1,1,236549005,236604504,-,9049,protein_coding,HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517],-,-0.314460235,7.388080694,10.3879333,0.006413445,0.042934854
ENSG00000013563,0.363487789,2.451599684,15.24885061,0.001893325,0.013306828,DNASE1L1,X,154401238,154412112,-,4130,protein_coding,deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957],-,0.621989534,2.342467987,10.02449847,0.007170266,0.046177765
ENSG00000214706,-0.257047309,5.758522615,15.24534662,0.001894892,0.013311229,IFRD2,3,50287732,50292918,-,3712,protein_coding,interferon related developmental regulator 2 [Source:HGNC Symbol;Acc:HGNC:5457],-,-0.552856922,5.843493596,30.14696072,9.19E-05,0.003374832
ENSG00000121940,0.208262881,4.750301021,15.20683921,0.001912414,0.013396865,CLCC1,1,108929508,108963457,-,4964,protein_coding,chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675],-,0.362242603,4.2717423,10.6967732,0.005844375,0.040489672
ENSG00000128973,-0.237337565,5.178291166,15.20601687,0.00191279,0.013396865,CLN6,15,68206992,68257211,-,7345,protein_coding,"CLN6, transmembrane ER protein [Source:HGNC Symbol;Acc:HGNC:2077]",-,-0.460478115,5.563355503,15.41467804,0.001634495,0.017429885
ENSG00000166478,-0.228290052,5.439219296,15.18573838,0.001922094,0.013449974,ZNF143,11,9460319,9528524,+,4233,protein_coding,zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928],zf-C2H2,-0.464566034,5.446645652,17.31097497,0.001043236,0.013133668
ENSG00000135829,-0.193990072,8.94593835,15.14285807,0.001941944,0.013543329,DHX9,1,182839369,182887751,+,5645,protein_coding,DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750],-,-0.531232727,9.097002257,43.45396379,1.47E-05,0.001129961
ENSG00000172508,0.625661276,0.665275295,15.09951078,0.001962403,0.013645473,CARNS1,11,67414968,67425607,+,5670,protein_coding,carnosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:29268],-,1.748720934,0.469888341,25.541162,2.08E-04,0.005239098
ENSG00000084453,0.373129625,2.6657877,15.05695865,0.001982443,0.013735776,SLCO1A2,12,21264600,21419594,-,11520,protein_coding,solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956],-,1.286449983,2.422614462,17.07967797,0.001100972,0.013553539
ENSG00000047644,-0.253017349,5.671020126,15.05010213,0.001985703,0.013741887,WWC3,X,10015562,10144478,+,7114,protein_coding,WWC family member 3 [Source:HGNC Symbol;Acc:HGNC:29237],-,-0.470050769,5.874174391,24.3152859,2.49E-04,0.005815091
ENSG00000008394,-0.182438242,8.310428195,15.02992222,0.001995374,0.013784801,MGST1,12,16347142,16609259,+,7440,protein_coding,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061],-,-0.297466975,7.990051665,14.7699412,0.001918055,0.019522072
ENSG00000136718,-0.18463206,6.22391254,14.99851311,0.002010537,0.013862833,IMP4,2,130342225,130347810,+,3861,protein_coding,"IMP4, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:30856]",-,-0.527033738,6.472831192,51.32636562,6.05E-06,6.71E-04
ENSG00000149090,0.452599765,2.38397888,14.92707091,0.002045547,0.014033566,PAMR1,11,35431823,35530300,-,3863,protein_coding,peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554],-,1.218808485,3.213646258,12.115967,0.004213263,0.032476641
ENSG00000180011,0.310152305,2.93747845,14.91366246,0.002052183,0.014067341,ZADH2,18,75195108,75209348,-,8157,protein_coding,zinc binding alcohol dehydrogenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28697],-,0.738693107,2.212475615,10.36871731,0.006454597,0.043073481
ENSG00000142408,0.534130448,4.397657374,17.95656005,0.002058714,0.01409447,CACNG8,19,53963040,53990215,+,8747,protein_coding,calcium voltage-gated channel auxiliary subunit gamma 8 [Source:HGNC Symbol;Acc:HGNC:13628],-,1.513167111,3.246966369,11.83791075,0.0047453,0.035097132
ENSG00000146477,-0.617361215,0.604157362,14.87915615,0.002069544,0.01413916,SLC22A3,6,160348268,160452581,+,3348,protein_coding,solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967],-,-1.50432684,1.878432712,12.48908025,0.00349982,0.028883799
ENSG00000128272,-0.181964361,8.870956363,14.8690542,0.002074462,0.014160981,ATF4,22,39519695,39522685,+,2514,protein_coding,activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786],TF_bZIP,-0.37173208,8.984138433,9.751050813,0.007896295,0.048909935
ENSG00000041802,-0.190932216,5.989116261,14.83432862,0.002092009,0.014233457,LSG1,3,194640788,194672477,-,4818,protein_coding,large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652],-,-0.46427704,6.32149716,24.16864225,2.55E-04,0.005877197
ENSG00000136111,-0.222380707,6.100009672,14.791241,0.002114022,0.014323914,TBC1D4,13,75283503,75482114,-,7977,protein_coding,TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165],-,-0.259473157,6.178757965,13.6510615,0.002556567,0.023491747
ENSG00000088205,-0.16465845,7.539181093,14.78659197,0.002116413,0.014326145,DDX18,2,117814650,117832379,+,7851,protein_coding,DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741],-,-0.327834578,8.033909106,37.71684669,3.05E-05,0.001735125
ENSG00000108306,0.237512084,3.964948139,14.7810311,0.002119279,0.014335885,FBXL20,17,39252644,39402523,-,11079,protein_coding,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679],-,0.379599769,3.837184657,10.55602069,0.006096422,0.041625017
ENSG00000163399,-0.190546134,8.939141957,14.67822665,0.002173051,0.014567687,ATP1A1,1,116372668,116410261,+,7261,protein_coding,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799],-,-0.282601198,9.152668472,23.39374889,2.95E-04,0.006244457
ENSG00000188818,0.688394884,0.699926006,14.62782432,0.002200157,0.014680997,ZDHHC11,5,795606,850986,-,6953,protein_coding,zinc finger DHHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:19158],-,0.930540836,2.376851555,11.67999341,0.004388145,0.033445145
ENSG00000011304,-0.211864986,9.284230898,14.62590345,0.002201028,0.014680997,PTBP1,19,797075,812327,+,6883,protein_coding,polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583],-,-0.376665674,9.627852231,33.15252414,5.80E-05,0.002583241
ENSG00000171759,0.450182442,2.004935963,14.59682129,0.002216795,0.014770542,PAH,12,102836885,102958410,-,7731,protein_coding,phenylalanine hydroxylase [Source:HGNC Symbol;Acc:HGNC:8582],-,1.167039271,2.096792181,50.47017787,6.65E-06,7.18E-04
ENSG00000169891,0.365927421,2.449083464,14.55791197,0.002238032,0.014869838,REPS2,X,16946691,17153280,+,11311,protein_coding,RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963],-,1.40085659,2.94479146,65.72132,1.54E-06,3.44E-04
ENSG00000198075,0.816389167,-0.204898735,14.55651977,0.002239478,0.014873429,SULT1C4,2,108377911,108388057,+,2898,protein_coding,sulfotransferase family 1C member 4 [Source:HGNC Symbol;Acc:HGNC:11457],-,1.339903068,0.866368357,22.15784677,3.79E-04,0.007302345
ENSG00000131148,-0.182291925,5.488636933,14.4501617,0.002298111,0.015098069,EMC8,16,85771758,85799608,-,4021,protein_coding,ER membrane protein complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:7864],-,-0.489582599,5.370552332,19.68133072,6.19E-04,0.009586892
ENSG00000122034,-0.20041736,6.404682529,14.36208411,0.002348636,0.015339408,GTF3A,13,27424544,27435823,+,3001,protein_coding,general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662],zf-C2H2,-0.493880045,5.907341995,22.07972678,3.80E-04,0.00730863
ENSG00000006047,0.282885227,4.563139994,14.34982117,0.002355773,0.01537851,YBX2,17,7288252,7294615,-,4618,protein_coding,Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948],CSD,0.665085019,4.89058518,14.09991938,0.00228171,0.021851077
ENSG00000135314,-0.351106541,2.493113037,14.34595924,0.002358051,0.015387266,KHDC1,6,73241314,73310365,-,3350,protein_coding,KH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21366],-,-0.744439732,2.08808451,10.2307949,0.006730619,0.044352113
ENSG00000138380,0.350298013,2.617282773,14.33564611,0.00236407,0.015407388,CARF,2,202912214,202987063,+,8636,protein_coding,calcium responsive transcription factor [Source:HGNC Symbol;Acc:HGNC:14435],Others,1.001514458,1.962675985,23.55753758,2.87E-04,0.006180608
ENSG00000106976,0.211833692,4.42494492,14.24514798,0.002417726,0.015656704,DNM1,9,128191655,128255248,+,10775,protein_coding,dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972],-,0.56527489,4.955047924,12.27691848,0.003706296,0.029934533
ENSG00000187210,0.285232481,4.610579578,14.2325078,0.002425335,0.015683067,GCNT1,9,76419850,76651203,+,9251,protein_coding,"glucosaminyl (N-acetyl) transferase 1, core 2 [Source:HGNC Symbol;Acc:HGNC:4203]",-,0.72821335,4.878635193,20.88490858,4.83E-04,0.00825303
ENSG00000148985,-0.195016272,5.360503115,14.20831844,0.002439973,0.015759118,PGAP2,11,3797724,3826371,+,3781,protein_coding,post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893],-,-0.419515082,5.603066056,20.85923724,4.85E-04,0.008271894
ENSG00000184381,0.376684763,2.6248824,14.11991467,0.00249437,0.016033109,PLA2G6,22,38111495,38205690,-,6758,protein_coding,phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039],-,0.723942449,3.173061344,14.21879464,0.002206803,0.021454141
ENSG00000135476,-0.224226701,6.452001167,14.11874874,0.00249508,0.016033109,ESPL1,12,53268299,53293643,+,8890,protein_coding,"extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]",-,-0.43274701,6.449863606,19.66008098,6.22E-04,0.0095897
ENSG00000089472,0.181988366,6.836938233,14.0529694,0.002536473,0.016197744,HEPH,X,66162549,66268867,+,7113,protein_coding,hephaestin [Source:HGNC Symbol;Acc:HGNC:4866],-,0.697872405,6.256598107,17.0985389,0.001184873,0.014115109
ENSG00000171004,0.260062363,3.644460362,14.05037952,0.002538122,0.016201974,HS6ST2,X,132626016,132961395,-,5002,protein_coding,heparan sulfate 6-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:19133],-,0.939947073,4.068156356,22.83106983,3.29E-04,0.006630292
ENSG00000142687,0.162958687,6.895826496,13.98517314,0.002579975,0.016386379,KIAA0319L,1,35433490,35557950,-,9629,protein_coding,KIAA0319 like [Source:HGNC Symbol;Acc:HGNC:30071],-,0.389721232,6.750155433,17.79517791,9.35E-04,0.012286683
ENSG00000166432,0.560126651,1.329183549,13.84481974,0.002672904,0.016781999,ZMAT1,X,101882288,101932031,-,7514,protein_coding,zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377],-,1.233263997,1.847333398,22.27346373,3.67E-04,0.007126108
ENSG00000002746,-0.410927688,2.494913467,13.8321176,0.002681442,0.016816323,HECW1,7,43112599,43566001,+,13965,protein_coding,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]",-,-0.889846551,2.910582512,17.89760684,9.14E-04,0.012139981
ENSG00000166508,-0.175708514,8.504530479,13.82442512,0.002686633,0.016827666,MCM7,7,100092728,100101940,-,4386,protein_coding,minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950],-,-0.251948605,9.079043988,14.14249039,0.002249894,0.02168721
ENSG00000196972,0.302052472,2.923944333,13.79767866,0.002704887,0.016911719,SMIM10L2B,X,135094987,135098634,-,2737,protein_coding,small integral membrane protein 10 like 2B [Source:HGNC Symbol;Acc:HGNC:34500],-,0.793459707,2.582786603,14.76305543,0.001922274,0.019542726
ENSG00000120949,-0.263711452,5.239415134,13.79554788,0.002706333,0.016914323,TNFRSF8,1,12063377,12144207,+,3738,protein_coding,TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923],-,-0.630976015,5.737982018,9.851311459,0.007972668,0.049278029
ENSG00000164089,-0.471641644,1.160984992,13.75844205,0.002731968,0.017029196,ETNPPL,4,108742040,108763054,-,2950,protein_coding,ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:HGNC:14404],-,-0.742232165,1.025086022,10.61265527,0.00600726,0.041207008
ENSG00000068831,0.277349961,4.926770696,13.66359412,0.002798516,0.017280127,RASGRP2,11,64726911,64745456,-,6084,protein_coding,RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879],-,0.799880357,4.39904167,27.25122556,1.48E-04,0.004325267
ENSG00000117592,-0.18358034,9.077798376,13.64048428,0.002815034,0.01735603,PRDX6,1,173477266,173488807,+,2367,protein_coding,peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753],-,-0.387728885,8.825964741,13.58892719,0.002598674,0.023789722
ENSG00000141013,0.278829848,3.12536751,13.58698681,0.002853718,0.017541877,GAS8,16,90019629,90044975,+,5615,protein_coding,growth arrest specific 8 [Source:HGNC Symbol;Acc:HGNC:4166],-,0.949129522,3.218603756,27.63209606,1.39E-04,0.004172124
ENSG00000205189,0.243986662,4.013027659,13.58200859,0.002857341,0.017544456,ZBTB10,8,80485619,80526265,+,10216,protein_coding,zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953],-,0.919737242,4.729560253,23.61998623,2.86E-04,0.006179226
ENSG00000130822,0.403072399,2.446569905,13.50222859,0.002916282,0.017806553,PNCK,X,153669730,153689010,-,5091,protein_coding,pregnancy up-regulated nonubiquitous CaM kinase [Source:HGNC Symbol;Acc:HGNC:13415],-,1.194489464,2.732312794,56.96443383,3.43E-06,5.11E-04
ENSG00000177479,-0.174140567,6.906048658,13.49057913,0.002924978,0.017846383,ARIH2,3,48918821,48986382,+,8017,protein_coding,ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690],-,-0.44088532,6.926987912,36.29346779,3.70E-05,0.00194868
ENSG00000066923,0.326414601,2.466479553,13.44807538,0.00295708,0.017975501,STAG3,7,100177563,100221488,+,8583,protein_coding,stromal antigen 3 [Source:HGNC Symbol;Acc:HGNC:11356],-,1.042674246,3.058865113,42.16005344,1.72E-05,0.001244395
ENSG00000108651,-0.166332728,6.235294066,13.38425196,0.003005994,0.018201113,UTP6,17,31860899,31901765,-,6450,protein_coding,"UTP6, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]",-,-0.280322208,6.660349043,10.76647958,0.005723881,0.03988334
ENSG00000182551,-0.17773465,5.932091272,13.36667774,0.003019635,0.018254461,ADI1,2,3497361,3519736,-,5560,protein_coding,acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576],-,-0.683316096,5.54464722,31.59203353,7.33E-05,0.002995927
ENSG00000170836,-0.204818597,4.741530139,13.35008344,0.003032582,0.018312516,PPM1D,17,60600183,60666280,+,5044,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]",-,-0.490542388,4.491244896,17.61054736,9.75E-04,0.012573978
ENSG00000070010,-0.219973791,5.646266184,13.2919988,0.003078409,0.018487334,UFD1,22,19449910,19479215,-,8736,protein_coding,ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520],-,-0.60002923,6.00447131,55.70662392,3.87E-06,5.44E-04
ENSG00000126259,0.328560539,3.123217877,13.28554699,0.003083559,0.018497975,KIRREL2,19,35855861,35867109,+,3382,protein_coding,kirre like nephrin family adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:18816],-,0.692549745,2.987210512,21.27714484,4.46E-04,0.007991832
ENSG00000113013,-0.162524329,9.266921474,13.18212318,0.003167323,0.018806721,HSPA9,5,138553756,138575724,-,8254,protein_coding,heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244],-,-0.42024911,9.557273796,38.14582801,2.88E-05,0.001664048
ENSG00000138018,-0.23864928,6.727858118,13.05288063,0.003275761,0.019321979,SELENOI,2,26308547,26395891,+,8552,protein_coding,selenoprotein I [Source:HGNC Symbol;Acc:HGNC:29361],-,-0.282911822,7.302179902,11.09662879,0.005191796,0.037231941
ENSG00000088930,-0.157847525,8.146109753,13.02900491,0.003296263,0.019412509,XRN2,20,21303304,21389827,+,3437,protein_coding,5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836],-,-0.266048046,8.267880119,14.21479652,0.002208455,0.021456053
ENSG00000167193,-0.177499252,6.671179761,12.98248359,0.003336642,0.019629204,CRK,17,1420689,1463162,-,4090,protein_coding,"CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]",-,-0.228726653,6.927419195,9.83193286,0.007608585,0.047716877
ENSG00000154920,0.266359396,3.708571058,12.9415214,0.003372676,0.019763352,EME1,17,50373220,50381483,+,3294,protein_coding,essential meiotic structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:24965],-,0.449186312,3.952136241,19.69037455,6.18E-04,0.009586892
ENSG00000205517,0.253956583,4.54821152,12.91322268,0.003397831,0.019861174,RGL3,19,11384341,11419342,-,4358,protein_coding,ral guanine nucleotide dissociation stimulator like 3 [Source:HGNC Symbol;Acc:HGNC:30282],-,0.475722207,4.518757905,14.42549454,0.002092734,0.020755641
ENSG00000261308,0.257316513,3.365045053,12.90208918,0.003407792,0.019905234,FIGNL2,12,51817840,51848766,-,4973,protein_coding,fidgetin like 2 [Source:HGNC Symbol;Acc:HGNC:13287],-,1.047640216,2.89475576,24.8355529,2.26E-04,0.005466825
ENSG00000148840,-0.211277057,6.996866894,12.89699709,0.003412353,0.019911531,PPRC1,10,102132994,102150331,+,6095,protein_coding,"peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]",-,-0.482445215,7.142162982,12.2992365,0.003741825,0.030125831
ENSG00000141759,-0.190413025,6.591253358,12.79436059,0.00350591,0.020283663,TXNL4A,18,79970811,80033949,-,5231,protein_coding,thioredoxin like 4A [Source:HGNC Symbol;Acc:HGNC:30551],-,-0.303577607,6.491139371,16.25227865,0.00133534,0.015183954
ENSG00000171551,0.296205059,3.310001642,12.79040178,0.003509582,0.020290623,ECEL1,2,232479827,232487828,-,2972,protein_coding,endothelin converting enzyme like 1 [Source:HGNC Symbol;Acc:HGNC:3147],-,1.288455698,3.264328528,52.62164752,5.29E-06,6.24E-04
ENSG00000111845,-0.194073089,5.960443632,12.78358545,0.003515904,0.020312875,PAK1IP1,6,10694695,10709782,+,1800,protein_coding,PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882],-,-0.516660137,6.110861512,19.1612886,6.92E-04,0.010197119
ENSG00000099901,-0.155719435,8.30653533,12.69740525,0.003597042,0.02062212,RANBP1,22,20115938,20127357,+,4622,protein_coding,RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847],-,-0.293099207,8.195228692,29.37421381,1.04E-04,0.003613168
ENSG00000107262,-0.236343183,5.162229038,12.64585962,0.003646614,0.020783044,BAG1,9,33247820,33264720,-,7073,protein_coding,BCL2 associated athanogene 1 [Source:HGNC Symbol;Acc:HGNC:937],-,-0.507994595,5.624496609,15.60659113,0.001559651,0.016920498
ENSG00000130304,0.238202025,3.550173487,12.63271062,0.00365939,0.020848624,SLC27A1,19,17468769,17506168,+,8249,protein_coding,solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995],-,0.519981303,3.763070584,9.635880724,0.008090901,0.049718589
ENSG00000047315,-0.155211889,7.638920402,12.6231808,0.003668676,0.02087981,POLR2B,4,56977722,57031168,+,5901,protein_coding,RNA polymerase II subunit B [Source:HGNC Symbol;Acc:HGNC:9188],-,-0.238934088,7.858303392,18.46541456,8.05E-04,0.011221663
ENSG00000136636,-0.158860947,6.991777518,12.6179887,0.003673749,0.020901441,KCTD3,1,215567392,215621807,+,4929,protein_coding,potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305],-,-0.28488173,6.94353605,19.06371163,7.07E-04,0.010331046
ENSG00000075131,-0.214356776,4.167494036,12.58738052,0.003703821,0.021036116,TIPIN,15,66336206,66386746,-,2755,protein_coding,TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750],-,-0.455107434,4.64201971,16.94655301,0.001134621,0.013772341
ENSG00000159403,0.361377716,3.691515313,12.61436676,0.00370632,0.021043038,C1R,12,7080199,7092607,-,5885,protein_coding,complement C1r [Source:HGNC Symbol;Acc:HGNC:1246],-,0.819132805,3.404681866,17.83930105,9.26E-04,0.012232766
ENSG00000176049,0.371165877,3.87325647,12.86564205,0.003712482,0.021056193,JAKMIP2,5,147585439,147782848,-,9275,protein_coding,janus kinase and microtubule interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29067],-,0.593653635,4.045040076,9.850315608,0.007565498,0.047580369
ENSG00000081803,-0.191170488,5.660871356,12.54222696,0.003748706,0.021159392,CADPS2,7,122318425,122886759,-,6351,protein_coding,calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018],-,-0.362126068,5.163870665,10.68556733,0.005863825,0.040581743
ENSG00000023734,-0.158322264,8.582312523,12.53453281,0.003756418,0.021188361,STRAP,12,15882391,15903478,+,2211,protein_coding,serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796],-,-0.246383536,8.504460185,20.31220928,5.43E-04,0.008797992
ENSG00000087303,0.386842614,2.707217404,12.52244795,0.003768588,0.02121375,NID2,14,52004803,52069228,-,6392,protein_coding,nidogen 2 [Source:HGNC Symbol;Acc:HGNC:13389],-,0.973265416,3.559260323,14.37391068,0.002161226,0.021164519
ENSG00000174547,-0.16343414,6.843142614,12.5161269,0.00377494,0.021223657,MRPL11,11,66435075,66466738,-,2539,protein_coding,mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042],-,-0.214360601,6.575340963,13.62405302,0.002574773,0.023629586
ENSG00000169180,-0.224432743,7.076786285,12.45370909,0.003838551,0.021489348,XPO6,16,28097979,28211920,-,7065,protein_coding,exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733],-,-0.437184566,7.719230156,21.92044268,3.92E-04,0.007406128
ENSG00000083290,0.235182537,3.971763941,12.38395308,0.003911125,0.021806482,ULK2,17,19770829,19867936,-,9843,protein_coding,unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480],-,0.616276404,3.541282988,19.96212019,5.84E-04,0.009192863
ENSG00000232112,-0.255869558,5.674065165,12.36627301,0.003929771,0.021895578,TMA7,3,48440257,48444208,+,1139,protein_coding,translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932],-,-0.404541265,5.2909787,20.31673936,5.42E-04,0.008797992
ENSG00000161847,-0.221876556,5.730493351,12.33944125,0.003958268,0.022031944,RAVER1,19,10316212,10333640,-,4981,protein_coding,"ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]",-,-0.366685923,5.797057016,20.57514768,5.14E-04,0.008546917
ENSG00000114446,-0.204334027,4.70921536,12.30701788,0.003993026,0.022157856,IFT57,3,108160812,108222570,-,3766,protein_coding,intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367],-,-0.431858281,4.870546072,10.79272715,0.005679472,0.039734749
ENSG00000169035,1.111600676,-1.093541262,12.29698345,0.00401095,0.022225595,KLK7,19,50976482,50984099,-,2434,protein_coding,kallikrein related peptidase 7 [Source:HGNC Symbol;Acc:HGNC:6368],-,1.381955477,0.278010161,13.78081029,0.00251795,0.023194709
ENSG00000151247,-0.175898343,7.093474551,12.26566938,0.004037868,0.022308745,EIF4E,4,98871684,98930637,-,14067,protein_coding,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287],-,-0.313964069,7.210540082,23.88336347,2.69E-04,0.005976538
